EmployeeID,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
388,40,Travel_Frequently,2240,Sales,13,1,Human Resources,1,388,2,Female,292,4,5,Sales Executive,4,Divorced,198536,7910,9,Y,No,22,3,2,80,2,37,4,3,20,11,18,19,No
389,20,Non-Travel,4161,Research & Development,26,2,Life Sciences,1,389,4,Male,296,4,1,Research Scientist,1,Single,51727,10207,1,Y,Yes,1,1,4,80,2,38,5,4,0,0,0,1,Yes
390,42,Travel_Frequently,2171,Sales,8,2,Human Resources,1,390,2,Male,322,2,1,Sales Representative,2,Divorced,177089,2794,1,Y,No,6,1,2,80,0,23,6,3,4,3,4,4,No
391,29,Travel_Rarely,3533,Research & Development,29,5,Medical,1,391,2,Male,324,4,4,Healthcare Representative,2,Single,178357,4560,2,Y,No,25,3,1,80,0,31,1,4,10,0,9,8,No
392,36,Travel_Frequently,1988,Research & Development,28,5,Other,1,392,2,Female,304,1,5,Laboratory Technician,1,Divorced,112347,5633,9,Y,No,15,3,1,80,0,21,3,3,8,4,3,5,Yes
393,26,Travel_Frequently,4704,Research & Development,20,1,Marketing,1,393,1,Male,313,1,5,Research Scientist,3,Married,153415,6242,4,Y,No,23,1,1,80,0,31,4,2,3,1,2,3,No
394,19,Non-Travel,2585,Research & Development,25,4,Human Resources,1,394,4,Male,320,4,5,Laboratory Technician,2,Single,16908,5787,7,Y,No,3,3,3,80,1,21,3,1,0,0,0,0,No
395,32,Non-Travel,2796,Sales,6,3,Life Sciences,1,395,2,Female,279,2,3,Sales Executive,1,Single,150566,15035,7,Y,No,21,1,1,80,0,16,4,1,6,1,3,5,Yes
396,32,Travel_Rarely,2306,Research & Development,23,5,Other,1,396,3,Male,127,3,4,Healthcare Representative,3,Divorced,196943,17932,4,Y,No,2,2,2,80,4,14,2,2,7,3,1,5,No
397,20,Non-Travel,2107,Research & Development,9,5,Technical Degree,1,397,1,Female,143,1,3,Laboratory Technician,4,Divorced,193066,14580,7,Y,No,0,4,4,80,3,2,1,1,0,0,1,0,No
398,21,Travel_Rarely,4318,Research & Development,25,5,Medical,1,398,1,Male,274,4,4,Research Director,3,Divorced,18206,3871,1,Y,No,17,4,3,80,4,29,3,3,2,2,2,2,No
399,28,Travel_Frequently,4895,Research & Development,9,1,Medical,1,399,2,Female,272,4,1,Healthcare Representative,2,Divorced,132508,10987,5,Y,No,8,3,1,80,0,19,4,1,6,5,2,6,No
400,46,Travel_Frequently,1892,Sales,14,1,Other,1,400,1,Male,241,3,1,Sales Executive,4,Married,14526,7891,4,Y,No,24,3,3,80,3,8,1,3,14,10,2,2,No
401,32,Non-Travel,1249,Research & Development,23,3,Marketing,1,401,3,Male,280,1,5,Research Scientist,4,Single,181599,13459,1,Y,Yes,2,4,1,80,4,4,1,1,1,0,1,1,No
402,22,Travel_Frequently,2534,Research & Development,16,3,Other,1,402,3,Male,182,3,1,Manager,3,Married,84208,6917,9,Y,Yes,0,1,2,80,2,32,5,3,3,2,1,3,No
403,60,Travel_Frequently,3581,Research & Development,18,4,Other,1,403,1,Male,370,1,5,Research Scientist,1,Married,109900,19185,8,Y,No,14,3,3,80,1,36,2,2,4,1,2,1,No
404,32,Travel_Rarely,2482,Research & Development,3,3,Other,1,404,2,Male,285,4,5,Healthcare Representative,1,Single,92527,16711,6,Y,No,7,2,2,80,3,37,5,4,7,2,4,4,No
405,23,Travel_Rarely,1063,Research & Development,6,1,Technical Degree,1,405,4,Female,383,4,1,Research Scientist,2,Single,120368,3116,6,Y,No,0,2,1,80,1,32,6,2,3,3,3,2,No
406,53,Non-Travel,1302,Sales,24,3,Technical Degree,1,406,3,Female,330,4,3,Manager,3,Married,196642,6410,2,Y,No,23,1,2,80,0,37,4,1,7,5,7,6,No
407,50,Non-Travel,3310,Research & Development,17,5,Other,1,407,2,Female,246,3,4,Laboratory Technician,1,Married,83216,7846,2,Y,No,1,2,4,80,4,17,4,3,18,10,3,11,No
408,36,Non-Travel,4786,Sales,8,3,Medical,1,408,3,Male,205,2,1,Sales Executive,2,Divorced,137568,3302,8,Y,No,17,2,1,80,3,1,2,3,8,3,4,6,No
409,26,Non-Travel,4541,Research & Development,5,3,Human Resources,1,409,4,Male,281,1,2,Research Director,1,Divorced,87317,4436,5,Y,No,5,3,3,80,3,40,5,4,7,1,5,0,No
410,38,Travel_Rarely,4572,Research & Development,8,2,Marketing,1,410,1,Female,177,4,2,Research Director,1,Divorced,156320,18276,4,Y,No,4,2,1,80,4,13,0,2,6,3,0,3,Yes
411,29,Travel_Frequently,4908,Research & Development,6,3,Medical,1,411,2,Female,348,4,4,Laboratory Technician,4,Divorced,119617,13702,8,Y,No,15,3,1,80,1,7,6,3,0,1,1,1,No
412,25,Travel_Rarely,4441,Research & Development,26,4,Other,1,412,3,Female,220,1,3,Manager,1,Married,131827,18629,3,Y,No,25,4,1,80,4,20,2,4,2,2,1,1,No
413,45,Non-Travel,2263,Research & Development,15,4,Medical,1,413,4,Male,374,2,1,Manager,3,Divorced,78340,12803,2,Y,No,19,1,1,80,3,5,6,2,12,11,5,5,No
414,22,Non-Travel,2188,Research & Development,26,2,Marketing,1,414,2,Female,311,2,5,Research Director,2,Divorced,145960,10149,0,Y,Yes,1,1,1,80,4,25,6,4,0,1,0,0,No
415,32,Non-Travel,4351,Sales,24,3,Life Sciences,1,415,1,Male,137,4,1,Sales Executive,3,Single,190373,19750,9,Y,Yes,4,1,4,80,1,38,6,4,10,4,5,6,No
416,37,Non-Travel,1910,Research & Development,14,5,Marketing,1,416,4,Female,245,2,4,Research Scientist,3,Single,130299,18286,6,Y,Yes,11,1,4,80,1,36,0,4,8,6,3,7,No
417,24,Travel_Rarely,3430,Research & Development,8,1,Medical,1,417,1,Female,342,2,1,Research Director,1,Married,91424,10258,6,Y,No,9,3,2,80,0,20,5,2,5,4,4,3,Yes
418,31,Travel_Frequently,2978,Research & Development,17,5,Human Resources,1,418,3,Male,153,4,1,Healthcare Representative,4,Married,157432,6170,0,Y,No,5,1,2,80,1,28,6,2,12,1,0,6,No
419,49,Travel_Rarely,3948,Research & Development,29,3,Other,1,419,3,Female,290,2,2,Research Director,1,Married,153415,19145,3,Y,No,25,3,3,80,3,29,1,1,4,2,1,1,No
420,18,Non-Travel,1816,Research & Development,23,1,Other,1,420,1,Female,269,1,1,Manager,4,Divorced,119131,17358,9,Y,Yes,5,1,3,80,4,14,2,1,0,0,0,1,Yes
421,55,Non-Travel,1421,Sales,24,2,Marketing,1,421,3,Male,234,1,2,Sales Representative,4,Divorced,106278,14548,5,Y,No,18,3,4,80,1,10,0,2,9,3,3,1,Yes
422,27,Travel_Rarely,2742,Human Resources,22,4,Marketing,1,422,1,Female,356,1,2,Human Resources,3,Divorced,134640,14885,6,Y,No,24,4,4,80,2,19,6,1,2,2,1,2,Yes
423,31,Travel_Rarely,3807,Sales,4,5,Technical Degree,1,423,4,Female,191,1,3,Manager,2,Married,176138,13337,6,Y,No,6,2,4,80,2,11,5,4,2,0,0,1,No
424,18,Non-Travel,3651,Research & Development,9,4,Technical Degree,1,424,3,Male,229,3,1,Laboratory Technician,3,Divorced,96101,2997,7,Y,Yes,19,4,4,80,1,30,5,1,0,0,0,1,No
425,27,Non-Travel,2287,Sales,4,5,Marketing,1,425,1,Male,108,3,3,Manager,1,Divorced,44510,7544,9,Y,Yes,23,3,1,80,3,26,6,4,2,2,2,0,No
426,27,Travel_Rarely,1708,Sales,21,1,Marketing,1,426,3,Female,387,3,1,Manager,1,Married,32011,17278,9,Y,Yes,22,1,4,80,0,7,0,2,4,1,0,1,No
427,28,Travel_Frequently,3630,Research & Development,29,2,Human Resources,1,427,1,Male,258,1,4,Research Scientist,4,Divorced,67023,11406,2,Y,No,8,2,3,80,3,14,6,2,0,0,1,0,No
428,34,Travel_Frequently,2841,Sales,27,2,Life Sciences,1,428,3,Female,179,2,4,Sales Representative,3,Married,79348,11459,3,Y,Yes,10,3,1,80,4,13,2,3,14,3,7,4,No
429,51,Travel_Frequently,3410,Sales,29,1,Marketing,1,429,3,Male,283,1,2,Sales Executive,4,Married,58870,17581,5,Y,No,10,1,2,80,2,19,1,3,20,14,17,5,No
430,57,Travel_Rarely,3962,Research & Development,12,5,Marketing,1,430,4,Female,305,3,1,Manager,4,Single,165602,18612,1,Y,No,13,4,3,80,4,25,4,4,14,0,2,8,No
431,56,Non-Travel,4974,Sales,3,3,Medical,1,431,2,Female,334,4,2,Sales Representative,2,Married,62025,2027,2,Y,No,6,2,3,80,2,5,1,3,16,7,6,13,No
432,27,Travel_Frequently,2614,Sales,23,2,Technical Degree,1,432,3,Female,337,2,1,Sales Executive,2,Married,108109,6210,5,Y,Yes,24,2,4,80,2,18,6,1,8,6,6,8,No
433,60,Travel_Frequently,4371,Sales,1,5,Other,1,433,2,Female,139,2,2,Sales Representative,2,Married,17050,8159,0,Y,Yes,6,3,4,80,0,21,3,3,18,5,13,4,No
434,48,Travel_Frequently,4417,Sales,4,4,Life Sciences,1,434,2,Female,151,4,1,Sales Representative,4,Single,78424,12453,2,Y,No,18,4,4,80,0,31,5,2,1,1,1,0,No
435,58,Travel_Frequently,4980,Research & Development,12,1,Medical,1,435,3,Female,372,4,1,Healthcare Representative,4,Single,168239,2227,5,Y,No,22,3,2,80,4,39,5,4,3,3,3,0,No
436,25,Travel_Rarely,4140,Research & Development,27,1,Other,1,436,3,Female,191,3,3,Research Scientist,3,Married,130651,2574,7,Y,No,10,3,1,80,4,7,2,4,7,0,6,3,No
437,24,Travel_Frequently,3528,Sales,8,5,Other,1,437,3,Female,120,1,3,Manager,4,Married,47917,3254,2,Y,No,19,1,4,80,4,5,2,3,1,1,1,1,No
438,34,Travel_Frequently,4498,Sales,26,2,Human Resources,1,438,3,Male,291,4,2,Manager,2,Married,123622,11004,2,Y,No,8,1,4,80,1,18,2,3,2,0,1,0,No
439,60,Travel_Frequently,2329,Sales,8,1,Other,1,439,1,Female,335,4,5,Sales Representative,3,Married,82028,19742,6,Y,Yes,15,1,3,80,2,20,2,2,4,3,1,3,Yes
440,31,Travel_Frequently,4963,Research & Development,3,4,Other,1,440,3,Female,142,2,5,Manager,4,Married,192904,11962,4,Y,Yes,24,3,4,80,3,1,1,4,8,2,5,6,Yes
441,36,Non-Travel,1397,Research & Development,13,2,Medical,1,441,2,Male,392,3,2,Research Scientist,4,Single,138648,15143,8,Y,No,13,3,2,80,3,38,2,4,17,10,11,3,No
442,50,Travel_Rarely,1642,Research & Development,28,2,Technical Degree,1,442,4,Female,101,3,4,Healthcare Representative,4,Divorced,149593,7644,1,Y,No,12,4,4,80,3,12,5,4,17,0,7,4,No
443,23,Travel_Frequently,2932,Research & Development,22,1,Marketing,1,443,3,Male,299,2,2,Research Director,1,Married,159575,14093,3,Y,No,5,4,2,80,2,8,2,2,4,0,0,1,Yes
444,33,Non-Travel,2002,Research & Development,15,1,Life Sciences,1,444,1,Male,308,4,4,Manager,4,Single,73408,15667,4,Y,No,22,1,1,80,3,30,6,3,14,11,0,4,No
445,41,Travel_Rarely,4104,Research & Development,27,5,Life Sciences,1,445,4,Male,287,4,3,Research Scientist,4,Single,197858,9964,7,Y,No,6,3,1,80,2,4,3,1,12,11,7,12,Yes
446,39,Non-Travel,1606,Sales,17,3,Life Sciences,1,446,3,Male,289,3,3,Sales Representative,4,Married,190668,7187,9,Y,No,20,3,4,80,3,18,1,3,9,2,2,9,No
447,34,Travel_Frequently,3083,Sales,24,5,Technical Degree,1,447,2,Female,187,3,2,Sales Representative,3,Divorced,17341,18419,5,Y,No,16,3,4,80,3,10,6,1,7,7,2,7,No
448,60,Travel_Frequently,4232,Research & Development,4,2,Marketing,1,448,2,Female,335,1,5,Research Scientist,2,Single,99749,8636,5,Y,Yes,21,1,4,80,0,21,4,2,2,0,1,2,No
449,21,Travel_Frequently,4512,Human Resources,8,2,Human Resources,1,449,3,Female,190,1,5,Human Resources,2,Married,158557,11092,1,Y,No,23,2,1,80,1,33,2,2,3,0,1,1,No
450,48,Non-Travel,2810,Sales,3,4,Medical,1,450,3,Male,377,2,5,Manager,1,Married,35760,11829,9,Y,No,0,4,1,80,3,12,4,1,14,12,10,9,Yes
451,34,Travel_Frequently,2227,Research & Development,9,5,Medical,1,451,3,Female,240,3,4,Research Scientist,2,Single,167641,7969,7,Y,Yes,0,3,4,80,3,10,1,4,13,1,12,6,No
452,46,Non-Travel,2258,Research & Development,17,3,Marketing,1,452,2,Female,152,3,5,Research Scientist,2,Single,177217,7065,5,Y,No,5,2,4,80,1,10,4,1,10,10,2,5,No
453,59,Travel_Rarely,2518,Human Resources,5,3,Marketing,1,453,2,Female,261,4,3,Manager,3,Married,119290,14895,6,Y,No,0,4,1,80,3,22,5,3,19,4,14,8,No
454,30,Travel_Rarely,2334,Sales,18,5,Human Resources,1,454,3,Male,210,4,3,Manager,3,Single,183553,4438,3,Y,No,5,3,4,80,4,30,0,1,3,3,3,1,No
455,55,Travel_Rarely,1454,Sales,16,2,Human Resources,1,455,3,Male,266,4,2,Manager,3,Single,25549,11792,9,Y,Yes,6,1,4,80,1,20,4,3,12,8,12,10,No
456,36,Travel_Rarely,4060,Sales,29,2,Medical,1,456,3,Female,339,2,4,Manager,1,Married,46822,12912,3,Y,No,21,3,3,80,4,1,1,3,0,0,1,1,No
457,21,Travel_Rarely,2157,Research & Development,19,3,Human Resources,1,457,1,Male,138,1,5,Manager,4,Single,144286,19424,2,Y,No,25,1,4,80,4,12,6,3,0,0,1,1,No
458,59,Travel_Rarely,3354,Research & Development,10,1,Other,1,458,4,Female,109,1,2,Laboratory Technician,3,Married,29143,15996,2,Y,Yes,8,2,3,80,4,29,5,4,10,10,3,9,No
459,30,Non-Travel,4192,Human Resources,5,5,Marketing,1,459,1,Male,267,3,2,Human Resources,2,Divorced,48871,8842,3,Y,Yes,9,2,4,80,2,14,1,1,12,12,5,0,No
460,25,Travel_Rarely,1813,Sales,7,4,Other,1,460,4,Male,147,2,5,Sales Representative,2,Divorced,16664,18924,1,Y,No,5,2,1,80,3,38,2,1,6,5,2,3,No
461,50,Travel_Rarely,2639,Sales,28,1,Marketing,1,461,4,Female,258,1,4,Sales Executive,1,Divorced,135299,11853,3,Y,Yes,22,1,4,80,3,1,2,1,11,11,10,5,Yes
462,29,Non-Travel,3442,Sales,26,2,Human Resources,1,462,2,Female,290,4,2,Sales Executive,2,Married,12431,7649,2,Y,Yes,16,2,2,80,2,7,6,4,9,2,0,7,No
463,58,Travel_Rarely,1140,Sales,24,2,Technical Degree,1,463,1,Male,376,4,5,Sales Representative,1,Divorced,79515,19209,2,Y,No,5,1,1,80,2,14,0,3,11,6,1,1,Yes
464,44,Travel_Rarely,1525,Human Resources,11,5,Marketing,1,464,3,Male,344,4,5,Manager,1,Single,125452,6123,3,Y,Yes,16,2,2,80,1,5,5,4,17,3,12,9,No
465,33,Travel_Frequently,3117,Research & Development,19,3,Medical,1,465,3,Female,316,3,2,Research Scientist,3,Divorced,75711,3121,6,Y,Yes,20,1,2,80,1,0,1,4,7,0,3,2,No
466,54,Travel_Rarely,3544,Research & Development,9,5,Technical Degree,1,466,4,Male,243,3,3,Research Scientist,2,Single,136837,10365,5,Y,No,25,4,4,80,0,21,6,4,15,8,2,11,No
467,52,Travel_Rarely,1517,Research & Development,28,3,Marketing,1,467,1,Female,323,1,5,Research Scientist,4,Single,34794,15027,8,Y,Yes,6,2,2,80,0,12,5,1,4,2,4,4,No
468,51,Non-Travel,3786,Research & Development,6,5,Medical,1,468,2,Male,376,4,2,Research Director,3,Married,22319,3602,6,Y,No,9,4,4,80,3,29,2,2,16,4,9,0,No
469,53,Travel_Rarely,4368,Sales,6,2,Technical Degree,1,469,1,Male,314,4,5,Manager,1,Single,64723,10145,5,Y,No,2,2,3,80,1,25,0,4,9,9,2,3,Yes
470,38,Travel_Rarely,2223,Research & Development,27,1,Other,1,470,1,Female,178,1,3,Healthcare Representative,3,Married,176921,3342,6,Y,Yes,8,1,4,80,3,37,1,4,0,1,1,0,Yes
471,56,Non-Travel,4543,Research & Development,25,3,Human Resources,1,471,4,Female,228,3,4,Research Scientist,4,Divorced,105040,10232,5,Y,Yes,2,1,1,80,3,15,4,4,19,15,7,18,Yes
472,24,Travel_Frequently,4433,Research & Development,26,1,Other,1,472,4,Male,160,2,3,Healthcare Representative,4,Divorced,195736,15822,6,Y,No,22,1,3,80,3,29,4,1,6,6,4,0,No
473,60,Travel_Rarely,4284,Human Resources,1,4,Marketing,1,473,3,Female,276,3,2,Manager,1,Married,66633,16614,0,Y,No,10,4,3,80,1,13,4,1,0,1,1,1,Yes
474,49,Travel_Frequently,1370,Research & Development,21,4,Marketing,1,474,3,Female,195,4,2,Laboratory Technician,2,Married,97494,17906,5,Y,No,10,4,3,80,1,10,2,3,2,0,0,0,No
475,59,Non-Travel,3914,Research & Development,20,4,Marketing,1,475,4,Male,274,3,4,Research Director,2,Single,87648,14623,1,Y,No,23,3,1,80,2,14,3,1,17,1,7,17,No
476,19,Non-Travel,1595,Sales,1,3,Medical,1,476,2,Male,347,4,4,Sales Representative,2,Divorced,68843,8299,6,Y,No,5,4,4,80,2,23,6,2,1,1,1,1,No
477,38,Travel_Frequently,1527,Research & Development,4,5,Human Resources,1,477,3,Female,374,3,1,Laboratory Technician,2,Divorced,103604,9465,5,Y,Yes,22,2,4,80,2,36,6,2,17,1,14,14,No
478,22,Non-Travel,1261,Research & Development,22,3,Life Sciences,1,478,3,Female,391,3,1,Manager,1,Divorced,15797,18082,6,Y,No,22,2,4,80,1,28,2,4,1,1,1,0,No
479,44,Travel_Rarely,3406,Research & Development,4,1,Other,1,479,1,Male,371,4,2,Research Director,3,Divorced,151456,8377,3,Y,No,19,2,2,80,0,31,5,1,4,0,2,0,No
480,54,Travel_Rarely,2454,Sales,6,4,Marketing,1,480,2,Female,146,2,3,Sales Representative,4,Married,116843,8573,3,Y,No,11,1,3,80,3,6,4,3,12,4,0,9,No
481,21,Non-Travel,4276,Sales,29,5,Other,1,481,1,Female,135,2,2,Manager,1,Divorced,35032,18325,2,Y,Yes,17,2,3,80,0,9,4,3,2,1,2,0,Yes
482,50,Non-Travel,2429,Research & Development,22,2,Other,1,482,1,Male,151,4,2,Laboratory Technician,1,Divorced,126681,7087,9,Y,Yes,10,4,4,80,3,7,5,3,4,4,0,2,No
483,33,Travel_Rarely,4321,Sales,27,5,Life Sciences,1,483,3,Male,264,4,5,Sales Executive,1,Divorced,59372,8584,4,Y,No,10,2,4,80,1,18,5,1,15,13,12,13,No
484,19,Travel_Rarely,4157,Research & Development,22,1,Other,1,484,4,Male,196,1,3,Manager,4,Divorced,37346,19786,2,Y,No,20,3,1,80,4,1,0,3,1,1,1,0,No
485,21,Non-Travel,2872,Research & Development,6,2,Human Resources,1,485,3,Female,137,2,4,Research Director,2,Single,143267,2510,0,Y,No,12,2,1,80,2,0,1,1,3,2,1,3,No
486,43,Travel_Frequently,4537,Research & Development,29,3,Medical,1,486,3,Female,309,1,4,Healthcare Representative,2,Married,50875,14357,4,Y,Yes,6,4,3,80,4,0,5,4,1,1,0,1,No
487,32,Travel_Rarely,1685,Sales,24,3,Human Resources,1,487,4,Female,245,3,3,Manager,2,Divorced,177142,10568,1,Y,Yes,24,1,4,80,1,5,4,1,1,1,0,0,Yes
488,48,Travel_Frequently,4303,Research & Development,3,2,Technical Degree,1,488,4,Female,324,2,4,Research Scientist,1,Divorced,38663,3345,8,Y,Yes,24,2,2,80,2,2,4,2,15,0,4,10,Yes
489,29,Travel_Rarely,3070,Research & Development,3,2,Medical,1,489,4,Male,271,4,1,Healthcare Representative,1,Married,131119,4273,3,Y,Yes,19,3,2,80,1,35,2,4,5,0,0,5,Yes
490,52,Non-Travel,3802,Sales,8,1,Technical Degree,1,490,3,Male,388,1,4,Manager,3,Divorced,172158,5920,3,Y,No,24,1,1,80,0,30,4,1,0,1,1,1,Yes
491,49,Travel_Rarely,1916,Research & Development,5,3,Human Resources,1,491,4,Male,298,3,2,Laboratory Technician,4,Married,75547,2686,6,Y,No,25,3,2,80,0,29,3,2,19,17,7,12,No
492,40,Travel_Rarely,2898,Sales,12,3,Marketing,1,492,4,Female,168,2,2,Manager,4,Single,116376,8257,9,Y,No,6,3,4,80,4,26,2,4,6,5,2,1,No
493,24,Travel_Frequently,4645,Research & Development,6,4,Other,1,493,1,Female,192,4,1,Manager,4,Divorced,180980,8765,6,Y,No,18,2,3,80,4,9,5,2,4,3,4,1,No
494,47,Non-Travel,1351,Sales,1,1,Life Sciences,1,494,3,Female,146,3,3,Sales Representative,4,Single,44224,6934,3,Y,No,9,1,3,80,4,20,4,1,7,7,7,5,No
495,37,Travel_Frequently,2678,Research & Development,6,5,Other,1,495,2,Female,243,2,1,Healthcare Representative,2,Divorced,157295,6805,7,Y,Yes,3,1,2,80,3,30,3,4,3,3,1,0,Yes
496,46,Non-Travel,4631,Research & Development,12,1,Medical,1,496,4,Male,253,4,2,Healthcare Representative,1,Single,159922,8459,5,Y,Yes,9,1,3,80,4,31,0,3,18,18,13,5,No
497,30,Non-Travel,3659,Research & Development,8,3,Marketing,1,497,4,Female,321,3,1,Healthcare Representative,1,Married,83464,17010,1,Y,No,10,1,2,80,4,0,5,3,8,0,4,6,No
498,42,Travel_Frequently,4496,Sales,26,4,Technical Degree,1,498,4,Female,167,3,3,Sales Representative,3,Divorced,19432,8321,7,Y,No,9,3,1,80,3,5,6,3,12,10,5,8,No
499,26,Non-Travel,4190,Research & Development,3,1,Life Sciences,1,499,1,Male,274,1,2,Research Scientist,3,Divorced,73690,17098,5,Y,Yes,25,1,1,80,0,8,1,2,1,0,0,0,No
500,18,Travel_Frequently,1789,Research & Development,16,2,Human Resources,1,500,1,Female,195,4,3,Research Scientist,1,Divorced,189726,4007,7,Y,Yes,5,1,1,80,1,12,2,4,0,0,0,0,Yes
501,30,Travel_Frequently,2215,Research & Development,20,4,Other,1,501,2,Female,211,4,3,Research Scientist,2,Married,94254,9889,8,Y,No,0,3,3,80,1,4,0,4,2,0,1,1,No
502,57,Travel_Rarely,3859,Human Resources,22,5,Human Resources,1,502,1,Male,391,3,3,Human Resources,4,Married,30958,13734,7,Y,No,11,4,3,80,3,20,4,1,13,11,3,3,No
503,40,Travel_Rarely,2852,Research & Development,5,2,Human Resources,1,503,4,Female,314,1,2,Research Scientist,3,Married,131882,14499,2,Y,No,12,3,1,80,3,11,1,4,13,9,2,3,No
504,48,Travel_Frequently,2137,Sales,8,2,Technical Degree,1,504,4,Female,321,4,2,Sales Representative,1,Married,81012,3958,5,Y,No,3,1,3,80,3,38,2,4,4,1,1,4,Yes
505,44,Travel_Rarely,3505,Human Resources,4,5,Medical,1,505,3,Female,274,3,2,Human Resources,2,Married,13399,17516,1,Y,No,0,4,3,80,3,15,1,3,15,10,7,10,No
506,35,Travel_Frequently,3344,Research & Development,8,5,Other,1,506,2,Male,227,4,5,Manager,3,Married,99327,2635,5,Y,No,16,1,4,80,1,39,2,2,17,2,16,15,No
507,22,Non-Travel,2940,Research & Development,8,2,Human Resources,1,507,2,Male,267,3,5,Healthcare Representative,3,Married,112125,6788,4,Y,No,10,4,3,80,4,34,1,3,3,1,0,2,No
508,51,Non-Travel,1590,Research & Development,10,1,Life Sciences,1,508,4,Female,140,3,4,Laboratory Technician,4,Single,84044,16636,6,Y,Yes,17,2,4,80,2,6,2,1,16,14,8,6,Yes
509,36,Travel_Frequently,2954,Research & Development,12,2,Marketing,1,509,1,Female,381,1,4,Manager,1,Divorced,163742,12613,6,Y,Yes,5,3,1,80,2,20,4,1,5,4,0,4,No
510,26,Travel_Frequently,1962,Sales,3,3,Marketing,1,510,2,Female,141,4,3,Manager,2,Single,26745,18136,6,Y,No,17,1,4,80,3,9,4,1,7,1,3,7,No
511,32,Non-Travel,1897,Sales,25,2,Medical,1,511,1,Male,356,3,3,Sales Representative,1,Married,24814,14969,0,Y,No,16,3,4,80,0,26,4,2,3,0,0,1,No
512,32,Non-Travel,3196,Research & Development,1,5,Marketing,1,512,3,Female,384,3,5,Laboratory Technician,1,Married,138834,7238,3,Y,Yes,24,3,3,80,1,20,2,2,9,6,1,4,No
513,56,Travel_Rarely,4295,Research & Development,4,2,Medical,1,513,2,Female,209,3,3,Manager,4,Married,186120,3781,3,Y,No,18,3,2,80,4,1,2,2,20,0,6,5,No
514,49,Travel_Frequently,2168,Research & Development,26,2,Life Sciences,1,514,2,Male,100,1,5,Laboratory Technician,4,Single,198735,2367,4,Y,No,0,3,4,80,3,36,1,4,12,1,0,5,No
515,45,Travel_Rarely,1580,Sales,9,4,Medical,1,515,3,Male,115,4,2,Sales Executive,1,Single,29949,5689,1,Y,Yes,23,2,4,80,4,35,2,1,11,4,0,11,No
516,27,Travel_Rarely,2689,Research & Development,6,1,Other,1,516,1,Male,132,3,3,Research Scientist,4,Divorced,27080,17701,3,Y,No,25,3,1,80,2,12,1,1,3,3,0,0,No
517,53,Travel_Rarely,2868,Research & Development,27,4,Other,1,517,3,Male,291,3,5,Manager,1,Divorced,70691,6774,5,Y,No,23,3,4,80,1,37,3,3,15,11,14,11,Yes
518,49,Travel_Rarely,4787,Research & Development,12,4,Technical Degree,1,518,1,Male,121,3,5,Laboratory Technician,4,Divorced,116909,6753,9,Y,No,10,2,2,80,1,25,0,3,17,13,3,16,No
519,24,Travel_Rarely,3997,Research & Development,27,3,Other,1,519,2,Female,367,4,2,Research Director,2,Divorced,11059,13505,6,Y,Yes,22,1,2,80,3,9,6,3,4,1,0,4,No
520,27,Travel_Frequently,3614,Research & Development,4,2,Life Sciences,1,520,4,Male,115,3,1,Manager,2,Single,192173,8085,1,Y,No,2,3,4,80,0,27,2,3,1,1,0,1,No
521,31,Travel_Rarely,2309,Research & Development,12,1,Marketing,1,521,1,Female,296,1,4,Healthcare Representative,4,Divorced,122334,13503,7,Y,No,0,4,1,80,3,5,3,4,4,2,4,0,No
522,58,Travel_Rarely,3263,Sales,25,4,Medical,1,522,2,Female,148,1,2,Manager,3,Divorced,129193,2925,8,Y,No,14,1,2,80,3,17,5,4,3,3,0,2,Yes
523,49,Travel_Rarely,1449,Research & Development,22,2,Life Sciences,1,523,1,Male,346,4,2,Research Director,2,Single,128417,14691,2,Y,No,24,4,1,80,2,11,1,3,5,2,5,4,No
524,46,Travel_Frequently,2761,Research & Development,1,5,Human Resources,1,524,1,Female,378,1,4,Laboratory Technician,2,Married,36617,3098,4,Y,Yes,13,4,1,80,0,5,2,4,3,2,3,3,No
525,26,Travel_Frequently,2529,Research & Development,18,3,Technical Degree,1,525,2,Male,194,4,1,Laboratory Technician,2,Divorced,16320,3302,3,Y,Yes,6,2,3,80,1,25,0,4,1,1,0,0,No
526,35,Non-Travel,1772,Sales,22,4,Technical Degree,1,526,3,Female,209,1,2,Manager,2,Married,12321,19740,1,Y,No,4,2,2,80,0,30,4,2,16,2,5,7,No
527,58,Travel_Rarely,4197,Research & Development,13,1,Medical,1,527,1,Female,300,4,5,Manager,4,Single,69072,6172,7,Y,No,19,4,2,80,1,38,4,4,11,4,7,1,Yes
528,44,Travel_Rarely,2902,Research & Development,21,3,Marketing,1,528,1,Female,257,4,5,Research Scientist,2,Married,157242,14651,9,Y,Yes,22,2,4,80,2,5,5,3,2,1,1,2,No
